sentence,label_name,label_ID,language,source,annotator
समलैंगिक विवाह सम्बंधित अपराधों के लिए सख्त कार्रवाई की आवश्यकता है ताकि लोगों में सुरक्षा का अनुभव हो सके।,Crime and punishment,7,Hindi,google translate,G01374665
शासन को समलैंगिक विवाह को समर्थन देने की आवश्यकता है ताकि उनकी सुरक्षा और रक्षा व्यवस्था का समर्थन भी हो सके।,Security and defense,8,Hindi,google translate,G01374665
"समलैंगिक विवाह से जुड़े मामलों में जो लोग प्रतिबंधों को आवाज उठाते हैं, उनकी जानकारी संबंधित कानूनों और न्याय प्रणाली के बारे में कम होती है।","Legality, Constitutionality, Jurisdiction",5,Hindi,google translate,G01374665
समलैंगिक विवाह की नीति और मूल्यांकन में समाज के मतों को ध्यान में रखना आवश्यक है ताकि अधिक समर्थन प्राप्त हो सके।,Public opinion,12,Hindi,google translate,G01374665
बाहरी नियंत्रण और प्रतिष्ठा समलैंगिक विवाह को समर्थन देने या ना देने के लिए लोगों की राय के आधार पर निर्णय लेना चाहिए।,External regulation and reputation,14.0,Hindi,google translate,G01374665
समलैंगिक विवाह एक राजनीतिक मुद्दा होता है जो विभिन्न दलों द्वारा अलग-अलग दृष्टिकोण से देखा जाता है।,Political,13.0,Hindi,google translate,G01374665
समलैंगिक विवाह से जुड़े मोरल और नैतिक मुद्दों पर विभिन्न विचार होते हैं।,Morality,3.0,Hindi,google translate,G01374665
समलैंगिक विवाह एक समाजी विषय है जो व्यक्तिगत और सांस्कृतिक अधिकारों के साथ जुड़ा हुआ है।,Other,15.0,Hindi,google translate,G01374665
समलैंगिक विवाह के लिए कुछ लोग यह मानते हैं कि इससे परंपरागत संस्कृति के खिलाफ होगा।,Cultural identity,11.0,Hindi,google translate,G01374665
समलैंगिक विवाह से जुड़े मामलों में आर्थिक विवाद होता है क्योंकि कुछ लोग समलैंगिक विवाह से संबंधित लाभों के खिलाफ होते हैं।,Economic,1.0,Hindi,google translate,G01374665
समलैंगिक विवाह अन्य विवाहों की तुलना में सामर्थ्य और संसाधनों का अभाव होने की समस्या से जूझता है।,Capacity and resources,2.0,Hindi,google translate,G01374665
समलैंगिक विवाह से जुड़ी न्यायमूलक और समानता से संबंधित समस्याओं पर विचार करना जरूरी है।,Fairness and equality,4.0,Hindi,google translate,G01374665
"समलैंगिक विवाह की नीतिगत और मूल्यांकन समस्याओं का संबोधन करना होगा, जो न्याय प्रणाली, संविधानता और न्यायमूलक मुद्दों से संबंधित होते हैं।",Policy prescription and evaluation,6.0,Hindi,google translate,G01374665
समलैंगिक विवाह के विरोध में कुछ लोगों को लगता है कि इससे सामाजिक सुरक्षा और रक्षा के मामले में खतरा हो सकता है।,Security and defense,8.0,Hindi,google translate,G01374665
समलैंगिक विवाह से जुड़ी स्वास्थ्य और सुरक्षा समस्याओं को ध्यान में रखते हुए अधिक संवेदनशील और समर्थन प्राप्त करने वाले संसाधनों की आवश्यकता है।,Health and safety,9.0,Hindi,google translate,G01374665
"సెక్స్ మైన్ పెళ్లి సమస్యలు ఎకనామిక్ వివాదాలు ఉంటాయి, మరియు కొన్ని వారు సమానంగా మాటలకు వస్తారు.",Economic,1.0,Telugu,google translate,G01374665
"క్షమత మరియు వనరు సమస్యలు ఉంటాయి కోసం సెక్స్ మైన్ పెళ్లితో సంబంధించినవి, మరియు ఇతర పెళ్లు తో తులుస్తుంది.",Capacity and resources,2.0,Telugu,google translate,G01374665
